#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCA_002499795.1	PRJNA348753	SAMN06027407	DANE00000000.1	na	1915959	1915959	Euryarchaeota archaeon UBA607		UBA607	latest	Scaffold	Major	Full	2017/10/10	ASM249979v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/795/GCA_002499795.1_ASM249979v1	derived from metagenome	
GCA_002502205.1	PRJNA348753	SAMN06027396	DAPS00000000.1	na	1915960	1915960	Euryarchaeota archaeon UBA608		UBA608	latest	Scaffold	Major	Full	2017/10/10	ASM250220v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/205/GCA_002502205.1_ASM250220v1	derived from metagenome	
GCA_002499835.1	PRJNA348753	SAMN06027397	DANK00000000.1	na	1915961	1915961	Euryarchaeota archaeon UBA609		UBA609	latest	Scaffold	Major	Full	2017/10/10	ASM249983v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/835/GCA_002499835.1_ASM249983v1	derived from metagenome	
GCA_002502655.1	PRJNA348753	SAMN06027578	DAPY00000000.1	na	1915962	1915962	Euryarchaeota archaeon UBA610		UBA610	latest	Scaffold	Major	Full	2017/10/10	ASM250265v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/655/GCA_002502655.1_ASM250265v1	derived from metagenome	
GCA_002505415.1	PRJNA348753	SAMN06027586	DAVA00000000.1	na	1915963	1915963	Euryarchaeota archaeon UBA618		UBA618	latest	Scaffold	Major	Full	2017/10/10	ASM250541v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/415/GCA_002505415.1_ASM250541v1	derived from metagenome	
GCA_002498935.1	PRJNA348753	SAMN06027585	DAJJ00000000.1	na	1915964	1915964	Euryarchaeota archaeon UBA619		UBA619	latest	Scaffold	Major	Full	2017/10/10	ASM249893v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/935/GCA_002498935.1_ASM249893v1	derived from metagenome	
GCA_002502095.1	PRJNA348753	SAMN06027269	DAPJ00000000.1	na	1915965	1915965	Euryarchaeota archaeon UBA62		UBA62	latest	Scaffold	Major	Full	2017/10/10	ASM250209v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/095/GCA_002502095.1_ASM250209v1	derived from metagenome	
GCA_002497845.1	PRJNA348753	SAMN06027118	DAFA00000000.1	na	1915966	1915966	Euryarchaeota archaeon UBA620		UBA620	latest	Scaffold	Major	Full	2017/10/10	ASM249784v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/845/GCA_002497845.1_ASM249784v1	derived from metagenome	
GCA_002496595.1	PRJNA348753	SAMN06027119	DAKL00000000.1	na	1915967	1915967	Euryarchaeota archaeon UBA621		UBA621	latest	Scaffold	Major	Full	2017/10/10	ASM249659v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/595/GCA_002496595.1_ASM249659v1	derived from metagenome	
GCA_002497545.1	PRJNA348753	SAMN06027120	DADL00000000.1	na	1915968	1915968	Euryarchaeota archaeon UBA622		UBA622	latest	Scaffold	Major	Full	2017/10/10	ASM249754v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/545/GCA_002497545.1_ASM249754v1	derived from metagenome	
GCA_002505325.1	PRJNA348753	SAMN06027121	DAUV00000000.1	na	1915969	1915969	Euryarchaeota archaeon UBA623		UBA623	latest	Scaffold	Major	Full	2017/10/10	ASM250532v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/325/GCA_002505325.1_ASM250532v1	derived from metagenome	
GCA_002497405.1	PRJNA348753	SAMN06027268	DACZ00000000.1	na	1915970	1915970	Euryarchaeota archaeon UBA63		UBA63	latest	Scaffold	Major	Full	2017/10/10	ASM249740v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/405/GCA_002497405.1_ASM249740v1	derived from metagenome	
GCA_002496205.1	PRJNA348753	SAMN06027273	DAIS00000000.1	na	1915971	1915971	Euryarchaeota archaeon UBA66		UBA66	latest	Scaffold	Major	Full	2017/10/10	ASM249620v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/205/GCA_002496205.1_ASM249620v1	derived from metagenome	
GCA_002497145.1	PRJNA348753	SAMN06027265	DAMT00000000.1	na	1915972	1915972	Euryarchaeota archaeon UBA68		UBA68	latest	Scaffold	Major	Full	2017/10/10	ASM249714v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/145/GCA_002497145.1_ASM249714v1	derived from metagenome	
GCA_002499745.1	PRJNA348753	SAMN06027264	DAMZ00000000.1	na	1915973	1915973	Euryarchaeota archaeon UBA69		UBA69	latest	Scaffold	Major	Full	2017/10/10	ASM249974v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/745/GCA_002499745.1_ASM249974v1	derived from metagenome	
GCA_002496635.1	PRJNA348753	SAMN06027110	DAKQ00000000.1	na	1915974	1915974	Euryarchaeota archaeon UBA82		UBA82	latest	Scaffold	Major	Full	2017/10/10	ASM249663v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/635/GCA_002496635.1_ASM249663v1	derived from metagenome	
GCA_002505155.1	PRJNA348753	SAMN06027109	DAUM00000000.1	na	1915975	1915975	Euryarchaeota archaeon UBA83		UBA83	latest	Scaffold	Major	Full	2017/10/10	ASM250515v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/155/GCA_002505155.1_ASM250515v1	derived from metagenome	
GCA_002495765.1	PRJNA348753	SAMN06027116	DAGV00000000.1	na	1915976	1915976	Euryarchaeota archaeon UBA84		UBA84	latest	Scaffold	Major	Full	2017/10/10	ASM249576v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/765/GCA_002495765.1_ASM249576v1	derived from metagenome	
GCA_002496175.1	PRJNA348753	SAMN06027115	DAIQ00000000.1	na	1915977	1915977	Euryarchaeota archaeon UBA85		UBA85	latest	Scaffold	Major	Full	2017/10/10	ASM249617v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/175/GCA_002496175.1_ASM249617v1	derived from metagenome	
GCA_002503055.1	PRJNA348753	SAMN06027114	DAQX00000000.1	na	1915978	1915978	Euryarchaeota archaeon UBA86		UBA86	latest	Scaffold	Major	Full	2017/10/10	ASM250305v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/055/GCA_002503055.1_ASM250305v1	derived from metagenome	
GCA_002498135.1	PRJNA348753	SAMN06027113	DAGL00000000.1	na	1915979	1915979	Euryarchaeota archaeon UBA87		UBA87	latest	Scaffold	Major	Full	2017/10/10	ASM249813v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/135/GCA_002498135.1_ASM249813v1	derived from metagenome	
GCA_002499545.1	PRJNA348753	SAMN06027104	DAME00000000.1	na	1915980	1915980	Euryarchaeota archaeon UBA88		UBA88	latest	Scaffold	Major	Full	2017/10/10	ASM249954v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/545/GCA_002499545.1_ASM249954v1	derived from metagenome	
GCA_002495525.1	PRJNA348753	SAMN06027103	DAFS00000000.1	na	1915981	1915981	Euryarchaeota archaeon UBA89		UBA89	latest	Scaffold	Major	Full	2017/10/10	ASM249552v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/525/GCA_002495525.1_ASM249552v1	derived from metagenome	
GCA_002497265.1	PRJNA348753	SAMN06027401	DANH00000000.1	na	1915982	1915982	Euryarchaeota archaeon UBA9		UBA9	latest	Scaffold	Major	Full	2017/10/10	ASM249726v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/265/GCA_002497265.1_ASM249726v1	derived from metagenome	
GCA_002494685.1	PRJNA348753	SAMN06027333	DACK00000000.1	na	1915983	1915983	Euryarchaeota archaeon UBA90		UBA90	latest	Scaffold	Major	Full	2017/10/10	ASM249468v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/494/685/GCA_002494685.1_ASM249468v1	derived from metagenome	
GCA_002499705.1	PRJNA348753	SAMN06027279	DAMU00000000.1	na	1915984	1915984	Euryarchaeota archaeon UBA91		UBA91	latest	Scaffold	Major	Full	2017/10/10	ASM249970v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/705/GCA_002499705.1_ASM249970v1	derived from metagenome	
GCA_002507345.1	PRJNA348753	SAMN06027286	DAZN00000000.1	na	1915985	1915985	Euryarchaeota archaeon UBA98		UBA98	latest	Scaffold	Major	Full	2017/10/10	ASM250734v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/345/GCA_002507345.1_ASM250734v1	derived from metagenome	
GCA_002499785.1	PRJNA348753	SAMN06027287	DANG00000000.1	na	1915986	1915986	Euryarchaeota archaeon UBA99		UBA99	latest	Scaffold	Major	Full	2017/10/10	ASM249978v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/785/GCA_002499785.1_ASM249978v1	derived from metagenome	
GCA_002495485.1	PRJNA348753	SAMN06027447	DAFH00000000.1	na	1915989	1915989	Candidatus Bathyarchaeota archaeon UBA185		UBA185	latest	Scaffold	Major	Full	2017/10/10	ASM249548v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/495/485/GCA_002495485.1_ASM249548v1	derived from metagenome	
GCA_002507245.1	PRJNA348753	SAMN06027496	DAZI00000000.1	na	1915990	1915990	Candidatus Bathyarchaeota archaeon UBA233		UBA233	latest	Scaffold	Major	Full	2017/10/10	ASM250724v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/245/GCA_002507245.1_ASM250724v1	derived from metagenome	
GCA_002509245.1	PRJNA348753	SAMN06027048	DAEP00000000.1	na	1915991	1915991	Candidatus Bathyarchaeota archaeon UBA589		UBA589	latest	Scaffold	Major	Full	2017/10/11	ASM250924v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/509/245/GCA_002509245.1_ASM250924v1	derived from metagenome	
GCA_002499505.1	PRJNA348753	SAMN06027428	DAMB00000000.1	na	1915992	1915992	Candidatus Diapherotrites archaeon UBA493		UBA493	latest	Scaffold	Major	Full	2017/10/10	ASM249950v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/505/GCA_002499505.1_ASM249950v1	derived from metagenome	
GCA_002503145.1	PRJNA348753	SAMN06027340	DARC00000000.1	na	1915993	1915993	Candidatus Micrarchaeota archaeon UBA267		UBA267	latest	Scaffold	Major	Full	2017/10/10	ASM250314v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/145/GCA_002503145.1_ASM250314v1	derived from metagenome	
GCA_002503225.1	PRJNA348753	SAMN06027148	DARF00000000.1	na	1915994	1915994	Candidatus Micrarchaeota archaeon UBA448		UBA448	latest	Scaffold	Major	Full	2017/10/10	ASM250322v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/225/GCA_002503225.1_ASM250322v1	derived from metagenome	
GCA_002505655.1	PRJNA348753	SAMN06027347	DAVQ00000000.1	na	1915995	1915995	Candidatus Micrarchaeota archaeon UBA510		UBA510	latest	Scaffold	Major	Full	2017/10/10	ASM250565v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/655/GCA_002505655.1_ASM250565v1	derived from metagenome	
GCA_002498635.1	PRJNA348753	SAMN06027351	DAIB00000000.1	na	1915996	1915996	Candidatus Micrarchaeota archaeon UBA514		UBA514	latest	Scaffold	Major	Full	2017/10/10	ASM249863v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/635/GCA_002498635.1_ASM249863v1	derived from metagenome	
GCA_002501775.1	PRJNA348753	SAMN06027222	DAOH00000000.1	na	1915997	1915997	Candidatus Micrarchaeota archaeon UBA523		UBA523	latest	Contig	Major	Full	2017/10/10	ASM250177v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/501/775/GCA_002501775.1_ASM250177v1	derived from metagenome	
GCA_002499095.1	PRJNA348753	SAMN06027229	DAKF00000000.1	na	1915998	1915998	Candidatus Micrarchaeota archaeon UBA524		UBA524	latest	Scaffold	Major	Full	2017/10/10	ASM249909v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/095/GCA_002499095.1_ASM249909v1	derived from metagenome	
GCA_002502725.1	PRJNA348753	SAMN06027040	DAQD00000000.1	na	1915999	1915999	Candidatus Micrarchaeota archaeon UBA581		UBA581	latest	Scaffold	Major	Full	2017/10/10	ASM250272v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/725/GCA_002502725.1_ASM250272v1	derived from metagenome	
GCA_002505145.1	PRJNA348753	SAMN06027581	DAUN00000000.1	na	1916000	1916000	Candidatus Micrarchaeota archaeon UBA615		UBA615	latest	Scaffold	Major	Full	2017/10/10	ASM250514v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/145/GCA_002505145.1_ASM250514v1	derived from metagenome	
GCA_002505035.1	PRJNA348753	SAMN06027606	DAUG00000000.1	na	1916001	1916001	Candidatus Micrarchaeota archaeon UBA93		UBA93	latest	Scaffold	Major	Full	2017/10/10	ASM250503v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/035/GCA_002505035.1_ASM250503v1	derived from metagenome	
GCA_002499405.1	PRJNA348753	SAMN06027323	DALH00000000.1	na	1916002	1916002	Candidatus Micrarchaeota archaeon UBA95		UBA95	latest	Scaffold	Major	Full	2017/10/10	ASM249940v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/405/GCA_002499405.1_ASM249940v1	derived from metagenome	
GCA_002499375.1	PRJNA348753	SAMN06027324	DALG00000000.1	na	1916003	1916003	Candidatus Micrarchaeota archaeon UBA96		UBA96	latest	Scaffold	Major	Full	2017/10/10	ASM249937v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/375/GCA_002499375.1_ASM249937v1	derived from metagenome	
GCA_002507385.1	PRJNA348753	SAMN06027277	DAZT00000000.1	na	1916004	1916004	Candidatus Micrarchaeota archaeon UBA97		UBA97	latest	Scaffold	Major	Full	2017/10/10	ASM250738v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/385/GCA_002507385.1_ASM250738v1	derived from metagenome	
GCA_002499185.1	PRJNA348753	SAMN06027065	DAKN00000000.1	na	1916005	1916005	Candidatus Pacearchaeota archaeon UBA284		UBA284	latest	Scaffold	Major	Full	2017/10/10	ASM249918v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/185/GCA_002499185.1_ASM249918v1	derived from metagenome	
GCA_002496015.1	PRJNA348753	SAMN06027460	DAIF00000000.1	na	1916006	1916006	Candidatus Pacearchaeota archaeon UBA73		UBA73	latest	Scaffold	Major	Full	2017/10/10	ASM249601v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/015/GCA_002496015.1_ASM249601v1	derived from metagenome	
GCA_002497285.1	PRJNA348753	SAMN06027603	DANJ00000000.1	na	1916007	1916007	Candidatus Pacearchaeota archaeon UBA92		UBA92	latest	Scaffold	Major	Full	2017/10/10	ASM249728v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/497/285/GCA_002497285.1_ASM249728v1	derived from metagenome	
GCA_002503915.1	PRJNA348753	SAMN06027337	DASS00000000.1	na	1916008	1916008	Candidatus Parvarchaeota archaeon UBA264		UBA264	latest	Scaffold	Major	Full	2017/10/10	ASM250391v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/915/GCA_002503915.1_ASM250391v1	derived from metagenome	
GCA_002503995.1	PRJNA348753	SAMN06027338	DASV00000000.1	na	1916009	1916009	Candidatus Parvarchaeota archaeon UBA265		UBA265	latest	Scaffold	Major	Full	2017/10/10	ASM250399v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/995/GCA_002503995.1_ASM250399v1	derived from metagenome	
GCA_002503215.1	PRJNA348753	SAMN06027142	DARG00000000.1	na	1916010	1916010	Candidatus Parvarchaeota archaeon UBA446		UBA446	latest	Scaffold	Major	Full	2017/10/10	ASM250321v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/215/GCA_002503215.1_ASM250321v1	derived from metagenome	
GCA_002503305.1	PRJNA348753	SAMN06027149	DARL00000000.1	na	1916011	1916011	Candidatus Parvarchaeota archaeon UBA449		UBA449	latest	Scaffold	Major	Full	2017/10/10	ASM250330v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/305/GCA_002503305.1_ASM250330v1	derived from metagenome	
GCA_002499655.1	PRJNA348753	SAMN06027546	DAMR00000000.1	na	1916012	1916012	Candidatus Parvarchaeota archaeon UBA506		UBA506	latest	Scaffold	Major	Full	2017/10/10	ASM249965v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/499/655/GCA_002499655.1_ASM249965v1	derived from metagenome	
GCA_002498685.1	PRJNA348753	SAMN06027352	DAIE00000000.1	na	1916013	1916013	Candidatus Parvarchaeota archaeon UBA515		UBA515	latest	Scaffold	Major	Full	2017/10/10	ASM249868v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/685/GCA_002498685.1_ASM249868v1	derived from metagenome	
GCA_002496215.1	PRJNA348753	SAMN06027187	DAIT00000000.1	na	1916014	1916014	Candidatus Parvarchaeota archaeon UBA519		UBA519	latest	Scaffold	Major	Full	2017/10/10	ASM249621v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/496/215/GCA_002496215.1_ASM249621v1	derived from metagenome	
GCA_002505075.1	PRJNA348753	SAMN06027150	DAUI00000000.1	na	1916015	1916015	Candidatus Parvarchaeota archaeon UBA569		UBA569	latest	Scaffold	Major	Full	2017/10/10	ASM250507v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/075/GCA_002505075.1_ASM250507v1	derived from metagenome	
GCA_002502045.1	PRJNA348753	SAMN06027612	DAPE00000000.1	na	1916016	1916016	Candidatus Parvarchaeota archaeon UBA573		UBA573	latest	Contig	Major	Full	2017/10/10	ASM250204v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/045/GCA_002502045.1_ASM250204v1	derived from metagenome	
GCA_002502525.1	PRJNA348753	SAMN06027614	DAPC00000000.1	na	1916017	1916017	Candidatus Parvarchaeota archaeon UBA575		UBA575	latest	Scaffold	Major	Full	2017/10/10	ASM250252v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/502/525/GCA_002502525.1_ASM250252v1	derived from metagenome	
GCA_002505115.1	PRJNA348753	SAMN06027582	DAUL00000000.1	na	1916018	1916018	Candidatus Parvarchaeota archaeon UBA614		UBA614	latest	Scaffold	Major	Full	2017/10/10	ASM250511v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/115/GCA_002505115.1_ASM250511v1	derived from metagenome	
GCA_002504985.1	PRJNA348753	SAMN06027504	DAUC00000000.1	na	1916019	1916019	Candidatus Verstraetearchaeota archaeon UBA156		UBA156	latest	Scaffold	Major	Full	2017/10/10	ASM250498v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/985/GCA_002504985.1_ASM250498v1	derived from metagenome	
GCA_002507395.1	PRJNA348753	SAMN06027463	DAZQ00000000.1	na	1916020	1916020	Candidatus Verstraetearchaeota archaeon UBA76		UBA76	latest	Scaffold	Major	Full	2017/10/10	ASM250739v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/507/395/GCA_002507395.1_ASM250739v1	derived from metagenome	
GCA_002505945.1	PRJNA348753	SAMN06027413	DAWM00000000.1	na	1916021	1916021	Candidatus Woesearchaeota archaeon UBA119		UBA119	latest	Scaffold	Major	Full	2017/10/10	ASM250594v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/945/GCA_002505945.1_ASM250594v1	derived from metagenome	
GCA_002505845.1	PRJNA348753	SAMN06027033	DAWD00000000.1	na	1916022	1916022	Candidatus Woesearchaeota archaeon UBA142		UBA142	latest	Scaffold	Major	Full	2017/10/10	ASM250584v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/845/GCA_002505845.1_ASM250584v1	derived from metagenome	
GCA_002503705.1	PRJNA348753	SAMN06027501	DASH00000000.1	na	1916023	1916023	Candidatus Woesearchaeota archaeon UBA153		UBA153	latest	Scaffold	Major	Full	2017/10/10	ASM250370v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/705/GCA_002503705.1_ASM250370v1	derived from metagenome	
GCA_002505585.1	PRJNA348753	SAMN06027223	DAVM00000000.1	na	1916024	1916024	Candidatus Woesearchaeota archaeon UBA489		UBA489	latest	Scaffold	Major	Full	2017/10/10	ASM250558v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/585/GCA_002505585.1_ASM250558v1	derived from metagenome	
GCA_002503745.1	PRJNA348753	SAMN06027429	DASK00000000.1	na	1916025	1916025	Candidatus Woesearchaeota archaeon UBA492		UBA492	latest	Scaffold	Major	Full	2017/10/10	ASM250374v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/745/GCA_002503745.1_ASM250374v1	derived from metagenome	
GCA_002498125.1	PRJNA348753	SAMN06027228	DAGG00000000.1	na	1916026	1916026	Candidatus Woesearchaeota archaeon UBA525		UBA525	latest	Scaffold	Major	Full	2017/10/10	ASM249812v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/498/125/GCA_002498125.1_ASM249812v1	derived from metagenome	
GCA_002506165.1	PRJNA348753	SAMN06027469	DAWZ00000000.1	na	1916027	1916027	Candidatus Woesearchaeota archaeon UBA544		UBA544	latest	Scaffold	Major	Full	2017/10/10	ASM250616v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/165/GCA_002506165.1_ASM250616v1	derived from metagenome	
GCA_002503425.1	PRJNA348753	SAMN06027322	DARS00000000.1	na	1916028	1916028	Candidatus Woesearchaeota archaeon UBA94		UBA94	latest	Scaffold	Major	Full	2017/10/10	ASM250342v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/503/425/GCA_002503425.1_ASM250342v1	derived from metagenome	
GCA_002505525.1	PRJNA348753	SAMN06027561	DAVJ00000000.1	na	1917428	1917428	archaeon UBA431		UBA431	latest	Scaffold	Major	Full	2017/10/10	ASM250552v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/505/525/GCA_002505525.1_ASM250552v1	derived from metagenome	
GCA_002506365.1	PRJNA348753	SAMN06027042	DAXK00000000.1	na	1917429	1917429	archaeon UBA583		UBA583	latest	Scaffold	Major	Full	2017/10/10	ASM250636v1	University of Queensland	na	na	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/506/365/GCA_002506365.1_ASM250636v1	derived from metagenome	
